Sport,TotPkts,TotBytes,SrcPkts,DstPkts,SrcBytes,service,flag,protocol_type,count,srv_count,dst_host_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_bytes,class
60817,18,1152,10,8,644,http,SF,tcp,13,13,187,1,0,1719,normal
60815,18,1152,10,8,644,other,SF,udp,2,2,255,0.01,0.44,105,normal
60818,18,1152,10,8,644,other,SF,udp,1,1,255,0,0.86,105,normal
60816,18,1152,10,8,644,http,SF,tcp,1,1,1,1,0,14236,normal
60819,18,1152,10,8,644,ftp_data,SF,tcp,1,1,255,0.49,0.02,0,normal
60820,18,1152,10,8,644,private,REJ,tcp,296,19,255,0.07,0.07,0,anomaly
60821,18,1152,10,8,644,http,SF,tcp,9,9,94,1,0,8521,normal
60822,18,1152,10,8,644,ecr_i,SF,icmp,1,1,162,1,0,0,normal
1740,350,90600,200,150,65400,smtp,SF,tcp,1,1,129,0.33,0.05,327,normal
60826,20,1276,10,10,644,http,SF,tcp,31,31,255,1,0,3162,normal
60823,20,1276,10,10,644,ftp_data,SF,tcp,2,2,75,0.47,0.05,0,normal
60824,20,1276,10,10,644,private,REJ,tcp,511,1,255,0,1,0,anomaly
60825,20,1276,10,10,644,domain_u,SF,udp,147,149,255,0.9,0.01,45,normal
60827,20,1276,10,10,644,smtp,SF,tcp,1,1,116,0.8,0.03,337,normal
60829,20,1276,10,10,644,daytime,S0,tcp,114,12,255,0.05,0.07,0,anomaly
60828,20,1276,10,10,644,finger,S0,tcp,287,19,255,0.07,0.05,0,anomaly
60830,20,1276,10,10,644,http,REJ,tcp,1,2,171,0.87,0.03,0,normal
60832,18,1152,10,8,644,ctf,S0,tcp,223,11,255,0.04,0.08,0,anomaly
60831,20,1276,10,10,644,http,SF,tcp,2,3,255,0.98,0.01,273,normal
60833,20,1276,10,10,644,private,S0,tcp,245,17,255,0.01,0.07,0,anomaly
60834,20,1276,10,10,644,private,S0,tcp,230,16,90,0.18,0.09,0,anomaly
60835,20,1276,10,10,644,printer,S0,tcp,104,9,255,0.04,0.05,0,anomaly
60836,20,1276,10,10,644,Z39_50,S0,tcp,182,8,255,0.02,0.07,0,anomaly
60838,20,1276,10,10,644,ftp_data,SF,tcp,2,2,54,0.11,0.07,0,normal
60837,20,1276,10,10,644,private,S0,tcp,131,9,34,0.26,0.12,0,anomaly
60841,18,1152,10,8,644,ftp_data,SF,tcp,1,1,1,1,0,0,anomaly
60840,18,1152,10,8,644,http,SF,tcp,12,12,24,1,0,2969,normal
60839,18,1152,10,8,644,http,REJ,tcp,1,2,6,1,0,0,normal
60842,18,1152,10,8,644,name,S0,tcp,207,19,255,0.07,0.07,0,anomaly
60843,18,1152,10,8,644,http,SF,tcp,13,13,255,1,0,466,normal
60844,18,1152,10,8,644,private,S0,tcp,211,20,255,0.08,0.09,0,anomaly
60845,18,1152,10,8,644,echo,S0,tcp,276,9,255,0.04,0.08,0,anomaly
60846,18,1152,10,8,644,http,SF,tcp,6,6,255,1,0,593,normal
60848,20,1276,10,10,644,http,SF,tcp,9,16,255,1,0,45024,normal
60849,20,1276,10,10,644,http,SF,tcp,8,8,255,1,0,27660,normal
60847,20,1276,10,10,644,bgp,S0,tcp,274,15,255,0.06,0.07,0,anomaly
60850,20,1276,10,10,644,ftp_data,S0,tcp,229,5,255,0.02,0.07,0,anomaly
60851,20,1276,10,10,644,ecr_i,SF,icmp,1,1,251,1,0,0,normal
60852,20,1276,10,10,644,http,S0,tcp,11,3,255,0.23,0.04,0,anomaly
60853,20,1276,10,10,644,http,SF,tcp,1,1,1,1,0,314,normal
60854,20,1276,10,10,644,domain_u,SF,udp,130,130,255,1,0,45,normal
60856,20,1276,10,10,644,smtp,S0,tcp,2,2,81,0.52,0.1,0,normal
60855,20,1276,10,10,644,eco_i,SF,icmp,1,11,1,1,0,0,anomaly
60857,20,1276,10,10,644,http,REJ,tcp,1,1,15,1,0,0,normal
60860,20,1276,10,10,644,http,REJ,tcp,1,1,16,1,0,0,normal
60861,20,1276,10,10,644,telnet,S0,tcp,40,19,255,0.04,0.06,0,anomaly
60858,20,1276,10,10,644,http,SF,tcp,5,5,29,1,0,4766,normal
60859,20,1276,10,10,644,other,RSTR,tcp,2,2,255,0.01,0.73,0,anomaly
60862,20,1276,10,10,644,whois,S0,tcp,106,1,255,0,0.07,0,anomaly
60864,18,1152,10,8,644,smtp,SF,tcp,1,1,140,0.24,0.51,384,normal
60863,18,1152,10,8,644,domain,S0,tcp,251,3,255,0.01,0.08,0,anomaly
60865,18,1152,10,8,644,http,SF,tcp,18,18,42,1,0,1047,normal
60866,18,1152,10,8,644,http,SF,tcp,6,7,85,1,0,955,normal
60867,18,1152,10,8,644,uucp,S0,tcp,113,15,255,0.06,0.07,0,anomaly
60868,18,1152,10,8,644,private,REJ,tcp,123,16,148,0.11,0.07,0,anomaly
60869,18,1152,10,8,644,http,SF,tcp,13,13,255,1,0,613,normal
60870,18,1152,10,8,644,netbios_ns,REJ,tcp,141,6,255,0.02,0.08,0,anomaly
60873,20,1276,10,10,644,http,SF,tcp,10,10,183,1,0,1484,normal
60872,20,1276,10,10,644,smtp,S0,tcp,62,12,255,0.05,0.05,0,anomaly
60871,20,1276,10,10,644,private,S0,tcp,149,7,255,0.03,0.08,0,anomaly
60875,20,1276,10,10,644,private,S0,tcp,45,15,255,0.06,0.08,0,anomaly
60874,20,1276,10,10,644,smtp,SF,tcp,2,1,255,0.38,0.24,324,normal
60876,20,1276,10,10,644,auth,REJ,tcp,1,1,155,0.05,0.04,0,normal
60877,20,1276,10,10,644,http,SF,tcp,6,6,79,1,0,484,normal
60878,20,1276,10,10,644,echo,RSTO,tcp,210,8,255,0.03,0.06,0,anomaly
60879,18,1152,10,8,644,ftp_data,SF,tcp,2,2,2,1,0,0,anomaly
60882,18,1152,10,8,644,http,SF,tcp,16,16,255,1,0,775,normal
60880,18,1152,10,8,644,http,SF,tcp,35,36,96,1,0,1125,normal
60881,20,1276,10,10,644,http,SF,tcp,2,44,53,1,0,449,normal
60883,20,1276,10,10,644,netbios_ssn,REJ,tcp,290,16,255,0.06,0.07,0,anomaly
60884,20,1276,10,10,644,domain_u,SF,udp,190,190,255,1,0,73,normal
60885,20,1276,10,10,644,private,REJ,tcp,103,3,128,0.02,0.08,0,anomaly
60886,20,1276,10,10,644,eco_i,SF,icmp,1,18,2,1,0,0,anomaly
60890,18,1152,10,8,644,domain_u,SF,udp,77,157,255,0.94,0.01,132,normal
60888,18,1152,10,8,644,ecr_i,SF,icmp,71,71,255,1,0,0,anomaly
60887,18,1152,10,8,644,http,SF,tcp,29,32,61,1,0,601,normal
60889,18,1152,10,8,644,http,SF,tcp,3,3,255,1,0,392,normal
60891,18,1152,10,8,644,klogin,S0,tcp,148,16,255,0.07,0.06,0,anomaly
60892,18,1152,10,8,644,http,SF,tcp,38,39,85,1,0,915,normal
60893,18,1152,10,8,644,ecr_i,SF,icmp,1,1,19,0.05,0.16,0,normal
60894,18,1152,10,8,644,telnet,S0,tcp,57,19,255,0.28,0.02,0,anomaly
60897,20,1276,10,10,644,private,S0,tcp,190,19,255,0.07,0.07,0,anomaly
60898,20,1276,10,10,644,http,REJ,tcp,1,2,1,1,0,0,normal
60896,20,1276,10,10,644,ssh,REJ,tcp,246,16,255,0.06,0.07,0,anomaly
60895,20,1276,10,10,644,http,SF,tcp,15,40,51,1,0,2649,normal
60899,20,1276,10,10,644,eco_i,SF,icmp,1,30,2,1,0,0,anomaly
60901,20,1276,10,10,644,smtp,SF,tcp,1,1,82,0.9,0.04,368,normal
60900,20,1276,10,10,644,private,S0,tcp,135,10,255,0.02,0.06,0,anomaly
60902,20,1276,10,10,644,domain_u,SF,udp,1,2,255,0.92,0.02,115,normal
60903,18,1152,10,8,644,domain_u,SF,udp,270,271,255,0.96,0.01,76,normal
60905,18,1152,10,8,644,nnsp,S0,tcp,113,20,255,0.05,0.05,0,anomaly
60904,18,1152,10,8,644,finger,SF,tcp,1,1,60,0.07,0.03,135,normal
60906,18,1152,10,8,644,http,SF,tcp,12,12,75,1,0,361,normal
60907,18,1152,10,8,644,kshell,S0,tcp,131,19,255,0.07,0.05,0,anomaly
60909,18,1152,10,8,644,ftp,SF,tcp,2,1,251,0.18,0.03,772,normal
60908,18,1152,10,8,644,eco_i,SF,icmp,1,2,1,1,0,0,anomaly
60910,18,1152,10,8,644,http,SF,tcp,4,5,255,1,0,575,normal
60914,20,1276,10,10,644,ftp,SF,tcp,2,1,76,0.13,0.04,4152,normal
60913,20,1276,10,10,644,private,SH,tcp,1,1,156,0.01,0.94,0,anomaly
60912,20,1276,10,10,644,eco_i,SF,icmp,1,1,1,1,0,0,anomaly
60911,20,1276,10,10,644,domain_u,SF,udp,72,152,255,1,0.01,132,normal
60917,20,1276,10,10,644,http,REJ,tcp,1,2,25,1,0,0,normal
60916,20,1276,10,10,644,domain_u,SF,udp,6,12,255,0.95,0.01,42,normal
60915,20,1276,10,10,644,private,SF,udp,139,39,255,0.15,0.85,0,anomaly
60918,20,1276,10,10,644,http,SF,tcp,3,7,3,1,0,1510,normal
60920,18,1152,10,8,644,smtp,SF,tcp,1,1,60,0.95,0.03,327,normal
60919,18,1152,10,8,644,telnet,S0,tcp,19,4,255,0.05,0.08,0,anomaly
60921,18,1152,10,8,644,ftp_data,SF,tcp,2,2,133,0.29,0.03,0,normal
60922,18,1152,10,8,644,private,REJ,tcp,119,5,94,0.05,0.09,0,anomaly
60923,18,1152,10,8,644,private,S0,tcp,118,4,255,0.02,0.07,0,anomaly
60925,18,1152,10,8,644,private,SF,udp,33,5,255,0.22,0.25,0,anomaly
60924,18,1152,10,8,644,login,S0,tcp,138,16,255,0.06,0.07,0,anomaly
60926,18,1152,10,8,644,http,SF,tcp,7,7,255,1,0,1875,normal
60930,20,1276,10,10,644,ftp_data,SF,tcp,1,1,22,0.41,0.14,0,normal
60928,20,1276,10,10,644,http,SF,tcp,1,1,4,1,0,3748,normal
60927,20,1276,10,10,644,http,SF,tcp,1,1,255,1,0,122,normal
60929,20,1276,10,10,644,http,SF,tcp,9,9,9,1,0,1229,normal
60932,20,1276,10,10,644,domain,REJ,tcp,263,11,255,0.04,0.08,0,anomaly
60931,20,1276,10,10,644,private,REJ,tcp,113,10,88,0.11,0.09,0,anomaly
60934,20,1276,10,10,644,ftp_data,SF,tcp,1,1,49,0.2,0.08,0,normal
60933,20,1276,10,10,644,domain_u,SF,udp,2,1,56,0.71,0.05,34,normal
60937,18,1152,10,8,644,finger,S0,tcp,35,10,197,0.25,0.02,0,anomaly
60935,18,1152,10,8,644,uucp,S0,tcp,140,19,255,0.07,0.06,0,anomaly
60936,18,1152,10,8,644,http,SF,tcp,22,22,22,1,0,1352,normal
60938,18,1152,10,8,644,private,S0,tcp,289,11,255,0.02,0.08,0,anomaly
60939,18,1152,10,8,644,name,S0,tcp,199,9,255,0.04,0.07,0,anomaly
60941,18,1152,10,8,644,http,SF,tcp,3,23,82,1,0,580,normal
60940,18,1152,10,8,644,private,S0,tcp,69,20,255,0.01,0.07,0,anomaly
60942,18,1152,10,8,644,http,SF,tcp,1,1,8,1,0,574,normal
60943,20,1276,10,10,644,domain_u,SF,udp,268,267,157,0.79,0.01,44,normal
60944,20,1276,10,10,644,ecr_i,SF,icmp,438,438,5,1,0,0,anomaly
60945,20,1276,10,10,644,private,S0,tcp,183,11,255,0,0.07,0,anomaly
60946,20,1276,10,10,644,ctf,REJ,tcp,1,1,65,0.02,1,0,anomaly
60948,20,1276,10,10,644,http,SF,tcp,27,27,87,1,0,724,normal
60947,20,1276,10,10,644,domain_u,SF,udp,8,8,44,1,0,105,normal
60949,20,1276,10,10,644,nntp,RSTO,tcp,278,9,255,0.04,0.07,0,anomaly
60950,20,1276,10,10,644,http,REJ,tcp,1,2,21,1,0,0,normal
60954,18,1152,10,8,644,ftp_data,SF,tcp,7,7,159,0.23,0.03,0,normal
60952,18,1152,10,8,644,http,SF,tcp,2,3,4,1,0,180,normal
60953,18,1152,10,8,644,bgp,S0,tcp,265,3,255,0.01,0.05,0,anomaly
60951,18,1152,10,8,644,eco_i,SF,icmp,1,12,2,1,0,0,anomaly
60955,18,1152,10,8,644,ftp_data,SF,tcp,2,2,80,0.08,0.05,0,normal
60956,18,1152,10,8,644,eco_i,SF,icmp,1,9,3,1,0,0,anomaly
60957,18,1152,10,8,644,http,SF,tcp,8,8,83,1,0,1338,normal
60958,18,1152,10,8,644,http,SF,tcp,9,10,9,1,0,1828,normal
60962,20,1276,10,10,644,http,SF,tcp,2,41,8,1,0,10699,normal
60961,20,1276,10,10,644,http,SF,tcp,25,27,255,1,0,4037,normal
60959,20,1276,10,10,644,smtp,SF,tcp,1,2,210,0.85,0.02,332,normal
60960,20,1276,10,10,644,domain_u,SF,udp,1,1,255,0.96,0.01,30,normal
60963,20,1276,10,10,644,ftp,S0,tcp,274,10,255,0.04,0.07,0,anomaly
60964,20,1276,10,10,644,other,REJ,tcp,511,1,255,0,1,0,anomaly
60965,20,1276,10,10,644,ftp,S0,tcp,271,18,255,0.07,0.05,0,anomaly
60966,20,1276,10,10,644,http,SF,tcp,14,14,255,1,0,6410,normal
60968,18,1152,10,8,644,efs,S0,tcp,139,18,255,0.07,0.05,0,anomaly
60967,18,1152,10,8,644,private,S0,tcp,91,16,255,0.07,0.07,0,anomaly
60970,18,1152,10,8,644,ftp_data,SF,tcp,2,2,15,0.93,0.13,0,anomaly
60969,18,1152,10,8,644,http,SF,tcp,7,10,185,1,0,2488,normal
60972,18,1152,10,8,644,nnsp,REJ,tcp,128,19,255,0.07,0.07,0,anomaly
60971,18,1152,10,8,644,http,SF,tcp,23,23,255,1,0,453,normal
60973,18,1152,10,8,644,private,S0,tcp,139,3,255,0.01,0.08,0,anomaly
60974,18,1152,10,8,644,gopher,S0,tcp,285,18,255,0.07,0.06,0,anomaly
60975,20,1276,10,10,644,daytime,S0,tcp,104,5,255,0.03,0.06,0,anomaly
60976,20,1276,10,10,644,http,SF,tcp,9,9,98,1,0,9737,normal
60977,20,1276,10,10,644,ftp_data,SF,tcp,8,8,255,0.19,0.02,0,normal
60978,20,1276,10,10,644,http,SF,tcp,16,16,255,1,0,5320,normal
60979,20,1276,10,10,644,finger,S0,tcp,26,7,255,0.11,0.07,0,anomaly
60980,20,1276,10,10,644,http,S0,tcp,1,1,28,1,0,0,normal
60981,20,1276,10,10,644,hostnames,S0,tcp,263,19,255,0.07,0.07,0,anomaly
60982,20,1276,10,10,644,http,SF,tcp,25,26,116,1,0,128,normal
60983,18,1152,10,8,644,ssh,S0,tcp,236,24,255,0.09,0.05,0,anomaly
60984,18,1152,10,8,644,http,SF,tcp,6,7,111,1,0,732,normal
60986,18,1152,10,8,644,daytime,S0,tcp,276,23,255,0.09,0.05,0,anomaly
60985,18,1152,10,8,644,other,REJ,tcp,511,1,255,0,1,0,anomaly
60987,18,1152,10,8,644,private,REJ,tcp,229,10,255,0.04,0.07,0,anomaly
60988,18,1152,10,8,644,other,SF,udp,3,2,255,0.01,0.64,105,normal
60989,18,1152,10,8,644,smtp,SF,tcp,1,1,143,0.51,0.02,330,normal
60990,18,1152,10,8,644,domain_u,SF,udp,75,155,255,1,0.01,133,normal
60993,20,1276,10,10,644,auth,S0,tcp,282,12,255,0.05,0.07,0,anomaly
60991,20,1276,10,10,644,private,S0,tcp,112,14,255,0.05,0.07,0,anomaly
60992,20,1276,10,10,644,http,SF,tcp,18,19,255,1,0,382,normal
60994,20,1276,10,10,644,http,S0,tcp,1,1,255,0,0.07,0,anomaly
60995,20,1276,10,10,644,finger,RSTO,tcp,241,6,255,0.02,0.07,0,anomaly
60997,20,1276,10,10,644,http,SF,tcp,2,2,75,1,0,8314,anomaly
60996,20,1276,10,10,644,smtp,SF,tcp,2,1,255,0.5,0.05,326,normal
60998,20,1276,10,10,644,private,RSTR,tcp,1,1,255,0,0.8,0,anomaly
61000,18,1152,10,8,644,http,SF,tcp,12,32,39,1,0,901,normal
61002,18,1152,10,8,644,http,SF,tcp,1,1,25,1,0,2592,normal
61001,18,1152,10,8,644,http,SF,tcp,27,27,255,1,0,1856,normal
60999,18,1152,10,8,644,http,SF,tcp,22,22,22,1,0,2991,normal
61004,18,1152,10,8,644,http,SF,tcp,9,22,255,1,0,649,normal
61003,18,1152,10,8,644,http,S0,tcp,2,9,20,1,0,0,normal
61005,18,1152,10,8,644,eco_i,SF,icmp,1,23,2,1,0,0,anomaly
61006,18,1152,10,8,644,http,SF,tcp,2,23,255,1,0,717,normal
61009,20,1276,10,10,644,http,S1,tcp,5,5,255,1,0,10220,normal
61007,20,1276,10,10,644,http,SF,tcp,6,6,255,1,0,7149,normal
61008,20,1276,10,10,644,uucp_path,S0,tcp,278,15,255,0.01,0.08,0,anomaly
61010,20,1276,10,10,644,domain_u,SF,udp,117,117,255,0.65,0.01,44,normal
61011,20,1276,10,10,644,private,SF,udp,18,4,255,0.16,0.47,0,anomaly
61012,20,1276,10,10,644,eco_i,SF,icmp,1,7,3,1,0,0,anomaly
61014,20,1276,10,10,644,telnet,SF,tcp,1,1,255,0.13,0.34,72771,normal
61013,20,1276,10,10,644,eco_i,SF,icmp,1,17,2,1,0,0,anomaly
137,22,2068,22,0,2068,http,SF,tcp,10,10,37,1,0,6684,normal
61016,18,1152,10,8,644,http,S0,tcp,210,10,255,0.06,0.08,0,anomaly
61017,18,1152,10,8,644,domain_u,SF,udp,140,140,255,1,0,117,normal
61015,18,1152,10,8,644,efs,S0,tcp,93,3,255,0.01,0.06,0,anomaly
61018,18,1152,10,8,644,http,SF,tcp,2,2,6,1,0,822,normal
61019,18,1152,10,8,644,http,SF,tcp,30,30,255,1,0,1492,normal
61020,18,1152,10,8,644,ftp,SF,tcp,1,1,206,0.24,0.02,4152,normal
61021,18,1152,10,8,644,http,SF,tcp,9,9,255,1,0,396,normal
61022,18,1152,10,8,644,http,SF,tcp,16,16,255,1,0,275,normal
61025,20,1276,10,10,644,private,S0,tcp,50,8,255,0.03,0.08,0,anomaly
61023,20,1276,10,10,644,netbios_dgm,S0,tcp,253,13,255,0.05,0.07,0,anomaly
61024,20,1276,10,10,644,auth,S0,tcp,11,4,255,0.02,0.08,0,anomaly
61026,20,1276,10,10,644,http,SF,tcp,1,1,163,1,0,354,normal
61027,20,1276,10,10,644,telnet,S0,tcp,3,2,83,0.27,0.05,0,anomaly
61028,20,1276,10,10,644,http,SF,tcp,10,10,135,1,0,2370,normal
61029,20,1276,10,10,644,smtp,SF,tcp,1,1,255,0.19,0.07,387,normal
61030,20,1276,10,10,644,private,REJ,tcp,149,20,255,0.04,0.06,0,anomaly
61034,18,1152,10,8,644,telnet,S0,tcp,234,3,255,0.01,0.07,0,anomaly
61032,18,1152,10,8,644,http,REJ,tcp,1,1,3,1,0,0,normal
61033,18,1152,10,8,644,Z39_50,S0,tcp,237,21,255,0.08,0.06,0,anomaly
61031,18,1152,10,8,644,ftp_data,SF,tcp,1,1,7,0.71,0.43,0,normal
61035,18,1152,10,8,644,ldap,S0,tcp,128,16,255,0.06,0.07,0,anomaly
61036,18,1152,10,8,644,auth,SF,tcp,1,1,168,0.05,0.04,37,normal
61037,18,1152,10,8,644,domain_u,SF,udp,195,195,255,0.98,0.01,132,normal
61038,18,1152,10,8,644,private,RSTR,tcp,1,1,255,0,0.88,0,anomaly
61042,20,1276,10,10,644,telnet,S0,tcp,12,4,255,0.25,0.02,0,anomaly
61039,20,1276,10,10,644,http,SF,tcp,2,2,255,1,0,7208,normal
61040,20,1276,10,10,644,ecr_i,SF,icmp,2,2,181,1,0,0,normal
61041,20,1276,10,10,644,supdup,S0,tcp,268,3,255,0.01,0.06,0,anomaly
61043,20,1276,10,10,644,http,SF,tcp,5,10,255,1,0,2367,normal
61044,20,1276,10,10,644,private,S0,tcp,87,1,255,0.07,0.06,0,anomaly
61045,20,1276,10,10,644,http,SF,tcp,21,21,105,1,0,1408,normal
61046,20,1276,10,10,644,private,S0,tcp,134,18,255,0.03,0.07,0,anomaly
61048,18,1152,10,8,644,http,SF,tcp,7,7,96,1,0,7334,normal
61050,18,1152,10,8,644,domain_u,SF,udp,314,313,255,1,0.01,73,normal
61047,18,1152,10,8,644,discard,RSTO,tcp,214,2,255,0.01,0.08,0,anomaly
61049,18,1152,10,8,644,ftp_data,SF,tcp,1,2,92,0.05,0.03,0,normal
61051,18,1152,10,8,644,private,SF,udp,2,2,94,0.83,0.02,0,anomaly
61053,18,1152,10,8,644,http,SF,tcp,13,32,168,1,0,1721,normal
61052,18,1152,10,8,644,ssh,S0,tcp,228,17,255,0.06,0.06,0,anomaly
61054,18,1152,10,8,644,bgp,S0,tcp,269,7,255,0.03,0.05,0,anomaly
61058,20,1276,10,10,644,eco_i,SF,icmp,1,40,2,1,0,0,anomaly
61055,20,1276,10,10,644,ftp_data,S0,tcp,279,11,255,0.04,0.09,0,anomaly
61057,20,1276,10,10,644,private,REJ,tcp,511,1,255,0,1,0,anomaly
61056,20,1276,10,10,644,ecr_i,SF,icmp,511,511,255,0.12,0.05,0,anomaly
61061,20,1276,10,10,644,private,S0,tcp,16,7,255,0.03,0.07,0,anomaly
61060,20,1276,10,10,644,domain_u,SF,udp,164,164,255,1,0,46,normal
61059,20,1276,10,10,644,domain_u,SF,udp,145,145,255,1,0.01,44,normal
61062,20,1276,10,10,644,http,SF,tcp,3,4,3,1,0,9345,normal
61064,18,1152,10,8,644,http,SF,tcp,1,1,5,1,0,10210,normal
61066,18,1152,10,8,644,IRC,S1,tcp,1,1,88,0.18,0.02,40396,normal
61063,18,1152,10,8,644,smtp,SF,tcp,1,1,20,0.95,0.1,333,normal
61065,18,1152,10,8,644,http,SF,tcp,11,12,55,1,0,343,normal
61067,18,1152,10,8,644,auth,SF,tcp,2,1,98,0.06,0.04,36,normal
61068,18,1152,10,8,644,ftp_data,SF,tcp,1,1,235,0.27,0.07,0,normal
61069,18,1152,10,8,644,uucp,S0,tcp,3,3,255,0.01,0.08,0,anomaly
61070,18,1152,10,8,644,domain_u,SF,udp,131,131,255,0.65,0.01,43,normal
61073,20,1276,10,10,644,http,SF,tcp,6,6,159,1,0,309,normal
61072,20,1276,10,10,644,private,SF,udp,25,25,255,0.1,0.01,0,anomaly
61074,20,1276,10,10,644,http,SF,tcp,5,5,104,1,0,856,normal
61071,20,1276,10,10,644,ecr_i,SF,icmp,482,482,109,1,0,0,anomaly
61075,20,1276,10,10,644,discard,S0,tcp,270,3,255,0.01,0.07,0,anomaly
61076,20,1276,10,10,644,http,SF,tcp,24,25,45,1,0,925,normal
61077,20,1276,10,10,644,ftp_data,SF,tcp,6,6,187,0.28,0.04,0,normal
61078,20,1276,10,10,644,http,SF,tcp,7,7,255,0.89,0.01,12635,normal
61081,18,1152,10,8,644,private,S0,tcp,88,18,197,0.09,0.07,0,anomaly
61079,18,1152,10,8,644,private,RSTR,tcp,1,1,198,0.01,0.76,0,anomaly
61080,18,1152,10,8,644,auth,S0,tcp,295,9,255,0.02,0.07,0,anomaly
61082,18,1152,10,8,644,http,SF,tcp,2,3,53,1,0,281,normal
61083,18,1152,10,8,644,ctf,S0,tcp,289,23,255,0.09,0.05,0,anomaly
61084,18,1152,10,8,644,vmnet,S0,tcp,212,9,255,0.04,0.07,0,anomaly
61086,18,1152,10,8,644,http,SF,tcp,26,30,255,1,0,5264,normal
61085,18,1152,10,8,644,private,S0,tcp,240,18,255,0.07,0.05,0,anomaly
61087,20,1276,10,10,644,auth,S0,tcp,206,3,255,0.01,0.07,0,anomaly
61089,20,1276,10,10,644,login,S0,tcp,76,5,255,0.02,0.06,0,anomaly
61088,20,1276,10,10,644,domain_u,SF,udp,77,157,255,1,0.01,125,normal
61090,20,1276,10,10,644,http,SF,tcp,8,8,255,1,0,402,normal
61091,20,1276,10,10,644,http,SF,tcp,4,16,67,1,0,281,normal
61092,20,1276,10,10,644,http,SF,tcp,14,14,255,1,0,574,normal
61093,20,1276,10,10,644,private,REJ,tcp,239,14,255,0.05,0.08,0,anomaly
61094,20,1276,10,10,644,smtp,SF,tcp,1,1,12,0.75,0.25,327,normal
61097,20,1276,10,10,644,eco_i,SF,icmp,1,13,1,1,0,0,anomaly
61098,20,1276,10,10,644,http,SF,tcp,2,3,23,1,0,459,normal
61095,20,1276,10,10,644,http,REJ,tcp,1,1,3,1,0,0,normal
61096,20,1276,10,10,644,http,SF,tcp,1,1,64,1,0,1861,normal
61099,20,1276,10,10,644,ctf,S0,tcp,119,17,199,0.09,0.07,0,anomaly
61100,20,1276,10,10,644,http,SF,tcp,16,18,255,1,0,13083,normal
61101,20,1276,10,10,644,auth,S0,tcp,287,24,255,0.09,0.05,0,anomaly
61102,20,1276,10,10,644,systat,S0,tcp,285,24,255,0.09,0.05,0,anomaly
61105,18,1152,10,8,644,other,REJ,tcp,511,1,255,0,1,0,anomaly
61106,20,1276,10,10,644,finger,SF,tcp,1,1,35,0.09,0.09,0,normal
61103,20,1276,10,10,644,domain_u,SF,udp,67,147,255,1,0,131,normal
61104,20,1276,10,10,644,private,S0,tcp,118,15,255,0.06,0.06,0,anomaly
61107,20,1276,10,10,644,http,SF,tcp,28,28,237,1,0,14642,normal
61108,20,1276,10,10,644,private,S0,tcp,116,7,255,0.07,0.07,0,anomaly
61109,20,1276,10,10,644,domain_u,SF,udp,190,190,255,1,0,45,normal
61110,20,1276,10,10,644,rje,S0,tcp,210,5,255,0.02,0.08,0,anomaly
61113,18,1152,10,8,644,other,REJ,tcp,418,1,255,0,1,0,anomaly
61111,18,1152,10,8,644,private,REJ,tcp,445,1,255,0,1,0,anomaly
61114,18,1152,10,8,644,http,SF,tcp,25,25,255,1,0,2530,normal
61115,18,1152,10,8,644,http,REJ,tcp,1,2,145,1,0,0,normal
61112,18,1152,10,8,644,http,SF,tcp,29,44,255,1,0,392,normal
61116,18,1152,10,8,644,http,SF,tcp,2,2,56,1,0,4105,normal
61117,18,1152,10,8,644,ftp_data,SF,tcp,12,12,18,1,0,0,normal
61118,18,1152,10,8,644,systat,S0,tcp,296,20,255,0.08,0.08,0,anomaly
61119,20,1276,10,10,644,domain_u,SF,udp,162,161,255,1,0.01,74,normal
61120,20,1276,10,10,644,private,REJ,tcp,2,1,255,0,0.39,0,anomaly
61121,20,1276,10,10,644,nnsp,S0,tcp,225,13,255,0.05,0.06,0,anomaly
61123,20,1276,10,10,644,telnet,SF,tcp,1,1,32,0.03,0.06,4427,normal
61124,20,1276,10,10,644,http,SF,tcp,2,2,18,1,0,2472,normal
61122,20,1276,10,10,644,http_443,S0,tcp,220,24,255,0.09,0.05,0,anomaly
61125,20,1276,10,10,644,http,SF,tcp,4,4,90,1,0,601,normal
61126,20,1276,10,10,644,private,S0,tcp,278,1,255,0.06,0.07,0,anomaly
61130,18,1152,10,8,644,private,S0,tcp,117,24,255,0.09,0.04,0,anomaly
61129,18,1152,10,8,644,domain,S0,tcp,274,16,255,0.07,0.06,0,anomaly
61127,18,1152,10,8,644,http,S0,tcp,147,18,255,0.07,0.08,0,anomaly
61128,18,1152,10,8,644,domain_u,SF,udp,1,1,255,0.93,0.01,44,normal
61131,18,1152,10,8,644,ctf,S0,tcp,271,7,255,0.03,0.05,0,anomaly
61133,18,1152,10,8,644,http,SF,tcp,6,6,80,1,0,215,normal
61132,18,1152,10,8,644,http,SF,tcp,33,33,56,1,0,1320,normal
61134,18,1152,10,8,644,netstat,S0,tcp,143,22,255,0.08,0.06,0,anomaly
61136,20,1276,10,10,644,ftp,S0,tcp,283,24,255,0.09,0.05,0,anomaly
61137,20,1276,10,10,644,http,SF,tcp,3,10,19,1,0,306,normal
61138,20,1276,10,10,644,http,SF,tcp,16,21,38,1,0,5121,normal
61135,20,1276,10,10,644,telnet,S0,tcp,109,12,255,0.05,0.06,0,anomaly
